region,country,emissions,source,type,segment,reason,baseYear,notes
Africa,Somalia,104,IEA,Waste,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,South Africa,724,IEA,Agriculture,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,South Africa,41,IEA,Energy,Bioenergy,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,South Africa,23,IEA,Energy,Coking coal,All,2021,
Africa,South Africa,7,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2021,
Africa,South Africa,4,IEA,Energy,Gas pipelines and LNG facilities,Vented,2021,
Africa,South Africa,1,IEA,Energy,Offshore gas,Fugitive,2021,
Africa,South Africa,3,IEA,Energy,Offshore gas,Vented,2021,
Africa,South Africa,0,IEA,Energy,Offshore oil,Flared,2021,
Africa,South Africa,0,IEA,Energy,Offshore oil,Fugitive,2021,
Africa,South Africa,1,IEA,Energy,Offshore oil,Vented,2021,
Africa,South Africa,0,IEA,Energy,Onshore gas,Fugitive,2021,
Africa,South Africa,0,IEA,Energy,Onshore gas,Vented,2021,
Africa,South Africa,0,IEA,Energy,Onshore oil,Flared,2021,
Africa,South Africa,0,IEA,Energy,Onshore oil,Fugitive,2021,
Africa,South Africa,0,IEA,Energy,Onshore oil,Vented,2021,
Africa,South Africa,81,IEA,Energy,Other from coal,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,South Africa,13,IEA,Energy,Other from oil and gas,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,South Africa,0,IEA,Energy,Satellite-detected large leaks,All,2021,
Africa,South Africa,1121,IEA,Energy,Steam coal,All,2021,
Africa,South Africa,1295,IEA,Energy,Total,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,South Africa,59,IEA,Other,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,South Africa,848,IEA,Waste,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,South Sudan,550,IEA,Agriculture,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,South Sudan,2,IEA,Energy,Bioenergy,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,South Sudan,0,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2021,
Africa,South Sudan,0,IEA,Energy,Gas pipelines and LNG facilities,Vented,2021,
Africa,South Sudan,0,IEA,Energy,Offshore gas,Fugitive,2021,
Africa,South Sudan,0,IEA,Energy,Offshore gas,Vented,2021,
Africa,South Sudan,0,IEA,Energy,Offshore oil,Flared,2021,
Africa,South Sudan,0,IEA,Energy,Offshore oil,Fugitive,2021,
Africa,South Sudan,0,IEA,Energy,Offshore oil,Vented,2021,
Africa,South Sudan,0,IEA,Energy,Onshore gas,Fugitive,2021,
Africa,South Sudan,0,IEA,Energy,Onshore gas,Vented,2021,
Africa,South Sudan,0,IEA,Energy,Onshore oil,Flared,2021,
Africa,South Sudan,5,IEA,Energy,Onshore oil,Fugitive,2021,
Africa,South Sudan,67,IEA,Energy,Onshore oil,Vented,2021,
Africa,South Sudan,0,IEA,Energy,Other from oil and gas,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,South Sudan,0,IEA,Energy,Satellite-detected large leaks,All,2021,
Africa,South Sudan,74,IEA,Energy,Total,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,South Sudan,6,IEA,Other,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,South Sudan,59,IEA,Waste,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Sudan,1412,IEA,Agriculture,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Sudan,75,IEA,Energy,Bioenergy,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Sudan,0,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2021,
Africa,Sudan,0,IEA,Energy,Gas pipelines and LNG facilities,Vented,2021,
Africa,Sudan,0,IEA,Energy,Offshore gas,Fugitive,2021,
Africa,Sudan,0,IEA,Energy,Offshore gas,Vented,2021,
Africa,Sudan,0,IEA,Energy,Offshore oil,Flared,2021,
Africa,Sudan,0,IEA,Energy,Offshore oil,Fugitive,2021,
Africa,Sudan,0,IEA,Energy,Offshore oil,Vented,2021,
Africa,Sudan,0,IEA,Energy,Onshore gas,Fugitive,2021,
Africa,Sudan,0,IEA,Energy,Onshore gas,Vented,2021,
Africa,Sudan,34,IEA,Energy,Onshore oil,Flared,2021,
Africa,Sudan,4,IEA,Energy,Onshore oil,Fugitive,2021,
Africa,Sudan,49,IEA,Energy,Onshore oil,Vented,2021,
Africa,Sudan,3,IEA,Energy,Other from oil and gas,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Sudan,0,IEA,Energy,Satellite-detected large leaks,All,2021,
Africa,Sudan,165,IEA,Energy,Total,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Sudan,26,IEA,Other,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Sudan,274,IEA,Waste,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Tanzania,1260,IEA,Agriculture,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Tanzania,178,IEA,Energy,Bioenergy,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Tanzania,2,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2021,
Africa,Tanzania,1,IEA,Energy,Gas pipelines and LNG facilities,Vented,2021,
Africa,Tanzania,1,IEA,Energy,Offshore gas,Fugitive,2021,
Africa,Tanzania,3,IEA,Energy,Offshore gas,Vented,2021,
Africa,Tanzania,0,IEA,Energy,Offshore oil,Flared,2021,
Africa,Tanzania,0,IEA,Energy,Offshore oil,Fugitive,2021,
Africa,Tanzania,0,IEA,Energy,Offshore oil,Vented,2021,
Africa,Tanzania,1,IEA,Energy,Onshore gas,Fugitive,2021,
Africa,Tanzania,2,IEA,Energy,Onshore gas,Vented,2021,
Africa,Tanzania,0,IEA,Energy,Onshore oil,Flared,2021,
Africa,Tanzania,0,IEA,Energy,Onshore oil,Fugitive,2021,
Africa,Tanzania,0,IEA,Energy,Onshore oil,Vented,2021,
Africa,Tanzania,0,IEA,Energy,Other from coal,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Tanzania,1,IEA,Energy,Other from oil and gas,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Tanzania,0,IEA,Energy,Satellite-detected large leaks,All,2021,
Africa,Tanzania,190,IEA,Energy,Total,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Tanzania,94,IEA,Other,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Tanzania,276,IEA,Waste,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Togo,54,IEA,Agriculture,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Togo,17,IEA,Energy,Bioenergy,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Togo,0,IEA,Energy,Gas pipelines and LNG facilities,Fugitive,2021,
Africa,Togo,0,IEA,Energy,Gas pipelines and LNG facilities,Vented,2021,
Africa,Togo,0,IEA,Energy,Offshore gas,Fugitive,2021,
Africa,Togo,0,IEA,Energy,Offshore gas,Vented,2021,
Africa,Togo,0,IEA,Energy,Offshore oil,Flared,2021,
Africa,Togo,0,IEA,Energy,Offshore oil,Fugitive,2021,
Africa,Togo,0,IEA,Energy,Offshore oil,Vented,2021,
Africa,Togo,0,IEA,Energy,Onshore gas,Fugitive,2021,
Africa,Togo,0,IEA,Energy,Onshore gas,Vented,2021,
Africa,Togo,0,IEA,Energy,Onshore oil,Flared,2021,
Africa,Togo,0,IEA,Energy,Onshore oil,Fugitive,2021,
Africa,Togo,0,IEA,Energy,Onshore oil,Vented,2021,
Africa,Togo,0,IEA,Energy,Other from oil and gas,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Togo,0,IEA,Energy,Satellite-detected large leaks,All,2021,
Africa,Togo,18,IEA,Energy,Total,All,2021,"Estimates from end-uses are for 2019 (IEA, Greenhouse gas emissions from energy, 2021, https://www.iea.org/data-and-statistics/data-product/greenhouse-gas-emissions-from-energy)"
Africa,Togo,5,IEA,Other,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
Africa,Togo,46,IEA,Waste,Total,All,2018-2019,"Average based on United Nations Framework Convention on Climate Change (UNFCCC) (2021), Greenhouse Gas Data Interface, available at: https://di.unfccc.int/; O'Rourke, P. R, Smith, S. J., Mott, A., Ahsan, H., McDuffie, E. E., Crippa, M., Klimont, S., McDonald, B., Z., Wang, Nicholson, M. B, Feng, L., and Hoesly, R. M. (2021, February 05). Community Emissions Data System (CEDS) v-2021-02-05 Emission Data 1975-2019 (Version Feb-05-2021). Available at: http://doi.org/10.5281/zenodo.4509372.; Crippa, Monica; Guizzardi, Diego; Muntean, Marilena; Schaaf, Edwin; Lo Vullo, Eleonora; Solazzo, Efisio; Monforti-Ferrario, Fabio; Olivier, Jos; Vignati, Elisabetta (2021): Emissions Database for Global Atmospheric Research (EDGAR) v6.0 Greenhouse Gas Emissions. European Commission, Joint Research Centre (JRC) [Dataset] PID: http://data.europa.eu/89h/97a67d67-c62e-4826-b873-9d972c4f670b; Climate Watch (2020) and Food and Agriculture Organisation of the United Nations (2020). CAIT data: GHG Emissions, FAOSTAT Emissions Database. Washington, DC: World Resources Institute. Available at: https://www.climatewatchdata.org/ghg-emissions. "
